Business Name,Customer Last Name,Customer First Name,Civic Nbr,Street,Location Latitude,Location Longitude,RFID,Capacity,Capacity Units,Color,Container Type,Manufacturer,Route 1,SeqNbr 1,Route 2,SeqNbr 2,Route 3,SeqNbr 3,Route 4,SeqNbr 4,Route 5,SeqNbr 5,Route 6,SeqNbr 6,Route 7,SeqNbr 7,Route 8,SeqNbr 8,Route 9,SeqNbr 9,Route 10,SeqNbr 10,Route 11,SeqNbr 11,Route 12,SeqNbr 12,Route 13,SeqNbr 13,Route 14,SeqNbr 14
Mann Hall,Mann, Hall,2501,Stinson Dr.,35.78516806,-78.66924133,0000FRR2247208280000007b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,29,RThrWaste1,33,RSatWaste2,45,,,,,,,,,,,,,,,,,,,,,,
Mann Hall,Mann, Hall,2501,Stinson Dr.,35.78516806,-78.66924133,0000FRR224780629400000cd,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,52,,,,,,,,,,,,,,,,,,,,,,,,,,
Mann Hall,Mann, Hall,2501,Stinson Dr.,35.78516806,-78.66924133,0000FRR224780629400000cd,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Materials Management Warehouse,Materials, Management Warehouse,3240,Ligon St.,35.78852742,-78.70011794,0000FRR224720827f000002b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,55,,,,,,,,,,,,,,,,,,,,,,,,,,
Materials Management Warehouse,Materials, Management Warehouse,3240,Ligon St.,35.78852742,-78.70011794,0000FRR22478062920000049,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,64,RMonMR1,15,,,,,,,,,,,,,,,,,,,,,,,,
McKimmon,Center,McKimmon,1101,Gorman St.,35.78268003,-78.68498071,0000FRR224780629400000ce,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,24,RWedMR1,41,RFriMR1,48,,,,,,,,,,,,,,,,,,,,,,
McKimmon,Center,McKimmon,1101,Gorman St.,35.78268003,-78.68498071,FRR29b49053550000003,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,37,RWedMR1,28,RFriMR1,36,,,,,,,,,,,,,,,,,,,,,,
McKimmon,Center,McKimmon,1101,Gorman St.,35.78268003,-78.68498071,0000FRR226e019d140000002,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,43,RTueWaste1,49,RWedWaste1,53,RFriWaste2,68,RSatWaste2,125,RThrWaste1,61,,,,,,,,,,,,,,,,
Meas Field Lab,Meas, Field Lab,1321,Varsity Dr.,35.7813075,-78.684044,0000FRR2247208280000007e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2248803812000000b,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2247208280000007f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,27,RTueSpot1,39,RThrSpot1,66,RFriSpot1,56,RSatSpot1,10,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR224780629400000d3,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,28,RFriSpot1,58,RWedSpot1,77,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2247208280000007f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,35,RTueWaste1,54,RThrWaste1,36,RFriWaste2,50,RSatWaste2,55,MIFriW1,14,MIThrW2,16,MIFriW2,28,MIMonW1,28,MIMonW2,28,MISatW1,28,MISatW2,28,MISunW1,28,MISunW2,28
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2247208280000007f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,47,RTueSpot1,44,RThrSpot1,61,RFriSpot1,60,RSatSpot1,52,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR224780629400000d3,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,51,RFriSpot1,59,RWedSpot1,67,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2248803812000000b,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriSpot1,57,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,FRR24d2a02e270000005,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,62,MIFriMR2,19,MIMonMR2,28,MISatMR1,28,MISatMR2,28,MISunMR1,28,MISunMR2,28,MIThrMR1,28,MIThrMR2,28,MITueMR1,28,MITueMR2,28,MIWedMR2,28,MIFriSpot,28,MISatSpot,23
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR2248803812000000b,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriSpot1,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,0000FRR224780629400000d3,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,65,RWedMR1,4,RFriMR1,24,MIFriMR2,20,MIMonMR2,29,MISatMR1,29,MISatMR2,29,MISunMR1,29,MISunMR2,29,MIThrMR1,29,MIThrMR2,29,MITueMR1,29,MITueMR2,29,MIWedMR2,29
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,FRR24d2a02e270000005,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,85,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcalf Residence Hall,Metcalf,Res Hall,2811,Thurman Dr.,35.7854688,-78.67314662,FRR24d2a02e270000005,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Unit 1,Method, Unit 1,830,Method Rd.,35.78765149,-78.69437464,0000FRR2247807d350000135,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,12,RWedCom1,4,RFriComp1,13,,,,,,,,,,,,,,,,,,,,,,
Method Unit 1,Method, Unit 1,830,Method Rd.,35.78765149,-78.69437464,0000FRR2247807d350000135,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,63,RWedSpot1,52,RFriSpot1,69,,,,,,,,,,,,,,,,,,,,,,
Method Unit 1,Method, Unit 1,830,Method Rd.,35.78765149,-78.69437464,0000FRR2247807d350000135,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,65,RWedSpot1,50,RFriSpot1,68,,,,,,,,,,,,,,,,,,,,,,
Method Unit 2,Method, Unit 2,840,Method Rd.,35.78835166,-78.6954071,0000FRR2247807d350000136,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,9,RWedCom1,10,RFriComp1,14,,,,,,,,,,,,,,,,,,,,,,
Method Unit 2,Method, Unit 2,840,Method Rd.,35.78835166,-78.6954071,0000FRR22472082800000081,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,64,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Unit 2,Method, Unit 2,840,Method Rd.,35.78835166,-78.6954071,0000FRR224780629400000d6,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,65,RMonMR1,19,,,,,,,,,,,,,,,,,,,,,,,,
Method Unit 2,Method, Unit 2,840,Method Rd.,35.78835166,-78.6954071,0000FRR22472082800000080,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RSatWaste2,101,RThrWaste2,66,,,,,,,,,,,,,,,,,,,,,,,,
Method Unit 3,Method, Unit 3,3131,Ligon St.,35.78827498,-78.69457646,0000FRR2247807d350000137,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,10,RWedCom1,6,RFriComp1,15,,,,,,,,,,,,,,,,,,,,,,
Method Unit 3,Method, Unit 3,3131,Ligon St.,35.78827498,-78.69457646,0000FRR22472082800000082,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Unit 4,Method, Unit 4,3141,Ligon St.,35.7884034,-78.695776,0000FRR22472082800000083,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,67,,,,,,,,,,,,,,,,,,,,,,,,,,
Method Weed Control Lab,Method, Weed Control Lab,3121,Ligon St.,35.78897083,-78.69479709,0000FRR22472082800000084,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Monteith Engineering Research Center,Monteith,Engineering Research Center,2410,Campus Shore Dr.,35.7683269,-78.679343,0000FRR224720827f0000039,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,25,RWedWaste1,71,RFriWaste2,32,RSatWaste2,195,,,,,,,,,,,,,,,,,,,,
Monteith Engineering Research Center,Monteith,Engineering Research Center,2410,Campus Shore Dr.,35.7683269,-78.679343,0000FRR22478062920000060,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,52,,,,,,,,,,,,,,,,,,,,,,,,,,
Move In,,,2700T,Cates Ave.,35.784008,-78.672357,FRR24d17089870000002,8,Yard,BROWN,DUMPSTER,WASTEQUIP,MIFriW1,38,MIFriW2,7,MIMonW1,7,MIMonW2,7,MISatW1,7,MISatW2,7,MISunW1,7,MISunW2,7,MIThrW1,7,MIThrW2,42,MITueW1,7,MITueW2,7,MIWedW1,7,MIWedW2,7
Move In,,,2700T,Cates Ave.,35.784008,-78.672357,FRR24d1708987000001a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,MIFriMR2,42,MIMonMR2,7,MISatMR1,7,MISatMR2,7,MISunMR1,7,MISunMR2,7,MIThrMR1,7,MIThrMR2,7,MITueMR1,7,MITueMR2,7,MIWedMR2,7,MIFriSpot,2,MISatSpot,10,MISatSpot2,10
Move In,,,210T,Dan Allen Dr.,35.7847,-78.676553,FRR24d17089870000006,8,Yard,BROWN,DUMPSTER,WASTEQUIP,MIFriW1,42,MIFriW2,13,MIMonW1,13,MIMonW2,13,MISatW1,13,MISatW2,13,MISunW1,13,MISunW2,13,MIThrW1,13,MIThrW2,45,MITueW1,13,MITueW2,13,MIWedW1,13,MIWedW2,13
Move In,,,210T,Dan Allen Dr.,35.7847,-78.676553,FRR24d1708987000001d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,MIFriMR2,44,MIMonMR2,13,MISatMR1,13,MISatMR2,13,MISunMR1,13,MISunMR2,13,MIThrMR1,13,MIThrMR2,13,MITueMR1,13,MITueMR2,13,MIWedMR2,13,,,,,,
Move In,,,2200T,Hillsborough St.,35.787539,-78.665,FRR24d1708987000000d,8,Yard,BROWN,DUMPSTER,WASTEQUIP,MIFriW1,49,MIFriW2,4,MIMonW1,4,MIMonW2,4,MISatW1,4,MISatW2,4,MISunW1,4,MISunW2,4,MIThrW1,4,MIThrW2,41,MITueW1,4,MITueW2,4,MIWedW1,4,MIWedW2,4
Move In,,,2200T,Hillsborough St.,35.787539,-78.665,FRR24d17089870000026,8,Yard,GREEN,DUMPSTER,WASTEQUIP,MIFriMR2,50,MIMonMR2,4,MISatMR1,4,MISatMR2,4,MISunMR1,4,MISunMR2,4,MIThrMR1,4,MIThrMR2,4,MITueMR1,4,MITueMR2,4,MIWedMR2,4,,,,,,
Move In,,,2800T,Cates Ave.,35.784648,-78.674156,FRR24d17089870000011,8,Yard,BROWN,DUMPSTER,WASTEQUIP,MIFriW1,52,MIFriW2,9,MIMonW1,9,MIMonW2,9,MISatW1,9,MISatW2,9,MISunW1,9,MISunW2,9,MIThrW1,9,MIThrW2,43,MITueW1,9,MITueW2,9,MIWedW1,9,MIWedW2,9
Move In,,,2800T,Cates Ave.,35.784648,-78.674156,FRR24d1708987000002a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,MIFriMR2,53,MIMonMR2,9,MISatMR1,9,MISatMR2,9,MISunMR1,9,MISunMR2,9,MIThrMR1,9,MIThrMR2,9,MITueMR1,9,MITueMR2,9,MIWedMR2,9,MIFriSpot,3,MISatSpot,13,MISatSpot2,13
Move In,,,2800T,Cates Ave.,35.784648,-78.674156,FRR24d17089870000012,8,Yard,BROWN,DUMPSTER,WASTEQUIP,MIFriW1,53,MIFriW2,10,MIMonW1,10,MIMonW2,10,MISatW1,10,MISatW2,10,MISunW1,10,MISunW2,10,MIThrW1,10,MIThrW2,44,MITueW1,10,MITueW2,10,MIWedW1,10,MIWedW2,10
Move In,,,2800T,Cates Ave.,35.784648,-78.674156,FRR24d1708987000002b,8,Yard,GREEN,DUMPSTER,WASTEQUIP,MIFriMR2,54,MIMonMR2,10,MISatMR1,10,MISatMR2,10,MISunMR1,10,MISunMR2,10,MIThrMR1,10,MIThrMR2,10,MITueMR1,10,MITueMR2,10,MIWedMR2,10,MIFriSpot,4,MISatSpot,14,MISatSpot2,14
Murphy Football Center,Murphy,Football Center,4600,Trinity Rd.-Murphy,35.7996474,-78.7188,0000FRR22472082800000085,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,42,RFriWaste2,46,RSatWaste2,95,RMonWaste1,41,RThrWaste2,51,RTueWaste1,43,,,,,,,,,,,,,,,,
Murphy Football Center,Murphy,Football Center,4600,Trinity Rd.-Murphy,35.7996474,-78.7188,0000FRR224780629400000db,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,60,RThrOcc1,62,RFriMR1,50,,,,,,,,,,,,,,,,,,,,,,
Nelson Hall,Nelson, Hall,2801,Founders Dr.,35.78848287,-78.67396851,0000FRR224780629400000dd,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,27,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Hall,Nelson, Hall,2801,Founders Dr.,35.78848287,-78.67396851,0000FRR22472082800000086,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,30,RWedWaste1,31,RThrWaste1,34,RSatWaste2,65,,,,,,,,,,,,,,,,,,,,
North Residence Hall,North,Residence Hall,2200,Hillsborough St.,35.78708628,-78.66452219,0000FRR224780629400000df,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,18,RWedMR1,8,RFriMR1,15,MIFriMR2,2,MIMonMR2,3,MISatMR1,3,MISatMR2,3,MISunMR1,3,MISunMR2,3,MIThrMR1,3,MIThrMR2,3,MITueMR1,3,MITueMR2,3,MIWedMR2,3
North Residence Hall,North,Residence Hall,2200,Hillsborough St.,35.78708628,-78.66452219,0000FRR22472082800000087,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,23,RWedWaste1,30,RFriWaste2,40,RSatWaste2,74,MIFriW1,1,MIThrW2,2,MIFriW2,3,MIMonW1,3,MIMonW2,3,MISatW1,3,MISatW2,3,MISunW1,3,MISunW2,3,MIThrW1,3
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR22472082800000088,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,8,RWedWaste1,36,RThrWaste1,12,RSatWaste2,78,MIFriW1,4,MIThrW2,5,MIFriW2,8,MIMonW1,8,MIMonW2,8,MISatW1,8,MISatW2,8,MISunW1,8,MISunW2,8,MIThrW1,8
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR224780629400000e1,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,28,RWedMR1,10,RFriMR1,23,MIFriMR2,5,MIMonMR2,8,MISatMR1,8,MISatMR2,8,MISunMR1,8,MISunMR2,8,MIThrMR1,8,MIThrMR2,8,MITueMR1,8,MITueMR2,8,MIWedMR2,8
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR22472082800000088,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,55,RWedSpot1,45,RThrSpot1,59,RSatSpot1,86,,,,,,,,,,,,,,,,,,,,
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR22472082800000088,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,56,RWedSpot1,41,RThrSpot1,5,RSatSpot1,54,,,,,,,,,,,,,,,,,,,,
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR224780629400000e1,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,73,RFriSpot1,30,RWedSpot1,62,,,,,,,,,,,,,,,,,,,,,,
Owen Residence Hall,Owen,Residence Hall,2720,Cates Ave.,35.78445282,-78.67316219,0000FRR224780629400000e1,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,81,RFriSpot1,31,RWedSpot1,72,,,,,,,,,,,,,,,,,,,,,,
Park Alumni Center,Park,Alumni Center,2450,Alumni Dr.,35.7627094,-78.67947865,FRR2729c13ed80000002,4,Yard,GREEN,DUMPSTER,TOTER,RFriComp1,17,RMonCom1,7,RWedCom1,12,,,,,,,,,,,,,,,,,,,,,,
Park Alumni Center,Park,Alumni Center,2450,Alumni Dr.,35.7627094,-78.67947865,0000FRR2266904e2d0000005,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,32,RSatWaste2,160,RThrWaste2,22,,,,,,,,,,,,,,,,,,,,,,
Park Alumni Center,Park,Alumni Center,2450,Alumni Dr.,35.7627094,-78.67947865,0000FRR22478062920000065,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,71,RMonMR1,46,,,,,,,,,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR22472082800000089,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,2,RWedSpot1,29,RThrSpot1,32,RFriSpot1,38,RSatSpot1,60,RMonSpot1,90,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR22472082800000089,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,6,RWedSpot1,9,RThrSpot1,11,RFriSpot1,15,RSatSpot1,22,RMonSpot1,89,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR224780629400000e3,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,12,RMonSpot1,91,,,,,,,,,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR22472082800000089,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,17,RWedWaste1,14,RThrWaste1,21,RFriWaste2,12,RSatWaste2,28,,,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR224780629400000e3,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Shops,Park,Shops,101,Current Dr.,35.78555137,-78.6670308,0000FRR224780629400000e3,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,57,RMonMR1,68,,,,,,,,,,,,,,,,,,,,,,,,
Partners I,Partners, I,1017,Main Campus Dr.,35.77061269,-78.6772372,0000FRR224720827f000003d,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,17,RWedWaste1,61,,,,,,,,,,,,,,,,,,,,,,,,
Partners I,Partners, I,1017,Main Campus Dr.,35.77061269,-78.6772372,0000FRR22478062930000067,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,73,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners II,Partners, II,840,Main Campus Dr.,35.77526289,-78.67571827,0000FRR224720827f000003f,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners II,Partners, II,840,Main Campus Dr.,35.77526289,-78.67571827,0000FRR224720827f000003e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,18,RThrWaste2,7,,,,,,,,,,,,,,,,,,,,,,,,
Partners II,Partners, II,840,Main Campus Dr.,35.77526289,-78.67571827,0000FRR2247806293000006a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners III,Partners,III,851,Main Campus Dr,35.773982,-78.675805,0000FRR224720827f0000041,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners III,Partners,III,851,Main Campus Dr,35.773982,-78.675805,0000FRR224720827f0000040,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,21,RThrWaste2,16,,,,,,,,,,,,,,,,,,,,,,,,
Partners III,Partners,III,851,Main Campus Dr,35.773982,-78.675805,0000FRR2247806293000006d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR2247208280000008a,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,5,RFriSpot1,19,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR2247208280000008a,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,23,RFriSpot1,43,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR2247208280000008a,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,24,RFriWaste2,7,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR224780629400000e5,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriMR1,53,,,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR224780629400000e5,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriSpot1,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Patterson Hall,Patterson,Hall,2501,Founders Dr.,35.78709155,-78.66850273,0000FRR224780629400000e5,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriSpot1,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Peele Hall,Peele,Hall,10,Watauga Club Dr.,35.78583914,-78.6645786,0000FRR224780629400000e7,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Peele Hall,Peele,Hall,10,Watauga Club Dr.,35.78583914,-78.6645786,0000FRR2247208280000008b,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,22,RTueWaste1,16,RWedWaste1,13,RThrWaste1,20,RFriWaste2,27,RSatWaste2,22,,,,,,,,,,,,,,,,
Pesticide Research Facility,Pesticide, Research Facility,3709,Hillsborough St.,35.79342634,-78.68640442,0000FRR2247208280000008c,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,39,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticide Research Facility,Pesticide, Research Facility,3709,Hillsborough St.,35.79342634,-78.68640442,0000FRR224780629400000e9,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,46,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytotron,Phytotron,,2731,Pillsbury Cir.,35.78747284,-78.67242432,0000FRR224e7141980000002,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytotron,Phytotron,,2731,Pillsbury Cir.,35.78747284,-78.67242432,0000FRR224780629400000ea,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,60,RMonMR1,4,,,,,,,,,,,,,,,,,,,,,,,,
Poe Hall,Poe,Hall,2310,Stinson Dr.,35.7855914,-78.66653137,0000FRR2247208280000008d,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,4,RSatWaste2,30,RTueWaste1,14,,,,,,,,,,,,,,,,,,,,,,
Poe Hall,Poe,Hall,2310,Stinson Dr.,35.7855914,-78.66653137,0000FRR224780629400000ec,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,12,RTueSpot1,24,RWedSpot1,58,RThrSpot1,37,RFriSpot1,46,RSatSpot1,72,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,16,RTueSpot1,11,RWedSpot1,15,RThrSpot1,20,RFriSpot1,20,RSatSpot1,30,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,17,RTueSpot1,25,RWedSpot1,34,RThrSpot1,38,RFriSpot1,45,RSatSpot1,74,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR22472082810000090,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrSpot1,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,27,RTueWaste1,27,RWedWaste1,22,RFriWaste2,35,RSatWaste2,33,RThrWaste2,34,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,28,RTueWaste1,25,RWedWaste1,23,RFriWaste2,36,RSatWaste2,43,RThrWaste2,35,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR22472082810000090,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR22472082810000090,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrSpot1,39,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR2247208280000008f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,41,RTueSpot1,10,RWedSpot1,14,RThrSpot1,19,RFriSpot1,21,RSatSpot1,32,,,,,,,,,,,,,,,,
